0,0.98229,0.36812,-0.84433,-0.68455,0.58779,0.90483,-0.24869,-0.99803,-0.12533,
0.95106,0.48175,-0.77051,-0.77051,0.48175,0.95106,-0.12533,-0.99803,-0.24869,0.90483,
0.58779,-0.68455,-0.84433,0.36812,0.98229,0,-0.98229,-0.36812,0.84433,0.68455,
-0.58779,-0.90483,0.24869,0.99803,0.12533,-0.95106,-0.48175,0.77051,0.77051,-0.48175,
-0.95106,0.12533,0.99803,0.24869,-0.90483,-0.58779,0.68455,0.84433,-0.36812,-0.98229,
0,0.98229,0.36812,-0.84433,-0.68455,0.58779,0.90483,-0.24869,-0.99803,-0.12533,
0.95106,0.48175,-0.77051,-0.77051,0.48175,0.95106,-0.12533,-0.99803,-0.24869,0.90483,
0.58779,-0.68455,-0.84433,0.36812,0.98229,0,-0.98229,-0.36812,0.84433,0.68455,
-0.58779,-0.90483,0.24869,0.99803,0.12533,-0.95106,-0.48175,0.77051,0.77051,-0.48175,
-0.95106,0.12533,0.99803,0.24869,-0.90483,-0.58779,0.68455,0.84433,-0.36812,-0.98229,
0,0.98229,0.36812,-0.84433,-0.68455,0.58779,0.90483,-0.24869,-0.99803,-0.12533,
0.95106,0.48175,-0.77051,-0.77051,0.48175,0.95106,-0.12533,-0.99803,-0.24869,0.90483,
0.58779,-0.68455,-0.84433,0.36812,0.98229,0,-0.98229,-0.36812,0.84433,0.68455,
-0.58779,-0.90483,0.24869,0.99803,0.12533,-0.95106,-0.48175,0.77051,0.77051,-0.48175,
-0.95106,0.12533,0.99803,0.24869,-0.90483,-0.58779,0.68455,0.84433,-0.36812,-0.98229,
0,0.98229,0.36812,-0.84433,-0.68455,0.58779,0.90483,-0.24869,-0.99803,-0.12533,
0.95106,0.48175,-0.77051,-0.77051,0.48175,0.95106,-0.12533,-0.99803,-0.24869,0.90483,
0.58779,-0.68455,-0.84433,0.36812,0.98229,0,-0.98229,-0.36812,0.84433,0.68455,
-0.58779,-0.90483,0.24869,0.99803,0.12533,-0.95106,-0.48175,0.77051,0.77051,-0.48175,
-0.95106,0.12533,0.99803,0.24869,-0.90483,-0.58779,0.68455,0.84433,-0.36812,-0.98229
